"geodatasource_country","geodatasource_region","amchart_country","amchart_id"
"IN","Andhra Pradesh","IN","IN-AP"
"IN","Arunachal Pradesh","IN","IN-AR"
"IN","Assam","IN","IN-AS"
"IN","Bihar","IN","IN-BR"
"IN","Chandigarh","IN","IN-CH"
"IN","Chhattisgarh","IN","IN-CT"
"IN","Dadra and Nagar Haveli","IN","IN-DN"
"IN","Daman and Diu","IN","IN-DD"
"IN","Delhi","IN","IN-DL"
"IN","Goa","IN","IN-GA"
"IN","Gujarat","IN","IN-GJ"
"IN","Haryana","IN","IN-HR"
"IN","Himachal Pradesh","IN","IN-HP"
"IN","Jammu and Kashmir","IN","IN-JK"
"IN","Jharkhand","IN","IN-JH"
"IN","Karnataka","IN","IN-KA"
"IN","Kerala","IN","IN-KL"
"IN","Lakshadweep","IN","IN-LD"
"IN","Madhya Pradesh","IN","IN-MP"
"IN","Maharashtra","IN","IN-MH"
"IN","Manipur","IN","IN-MN"
"IN","Meghalaya","IN","IN-ML"
"IN","Mizoram","IN","IN-MZ"
"IN","Nagaland","IN","IN-NL"
"IN","Odisha","IN","IN-OR"
"IN","Puducherry","IN","IN-PY"
"IN","Punjab","IN","IN-PB"
"IN","Rajasthan","IN","IN-RJ"
"IN","Sikkim","IN","IN-SK"
"IN","Tamil Nadu","IN","IN-TN"
"IN","Telangana","IN","IN-TG"
"IN","Tripura","IN","IN-TR"
"IN","Uttar Pradesh","IN","IN-UP"
"IN","Uttarakhand","IN","IN-UT"
"IN","West Bengal","IN","IN-WB"
"IO","British Indian Ocean Territory","IO",""
"IQ","Al Anbar","IQ","IQ-AN"
"IQ","Al Basrah","IQ","IQ-BA"
"IQ","Al Muthanna","IQ","IQ-MU"
"IQ","Al Qadisiyah","IQ","IQ-QA"
"IQ","An Najaf","IQ","IQ-NA"
"IQ","Arbil","IQ","IQ-AR"
"IQ","As Sulaymaniyah","IQ","IQ-SU"
"IQ","Babil","IQ","IQ-BB"
"IQ","Baghdad","IQ","IQ-BG"
"IQ","Dahuk","IQ","IQ-DA"
"IQ","Dhi Qar","IQ","IQ-DQ"
"IQ","Diyala","IQ","IQ-DI"
"IQ","Karbala'","IQ","IQ-KA"
"IQ","Kirkuk","IQ","IQ-KI"
"IQ","Maysan","IQ","IQ-MA"
"IQ","Ninawa","IQ","IQ-NI"
"IQ","Salah ad Din","IQ","IQ-SD"
"IQ","Wasit","IQ","IQ-WA"
"IR","Alborz","IR","IR-32"
"IR","Ardabil","IR","IR-03"
"IR","Azarbayjan-e Gharbi","IR","IR-02"
"IR","Azarbayjan-e Sharqi","IR","IR-01"
"IR","Bushehr","IR","IR-06"
"IR","Chahar Mahal va Bakhtiari","IR","IR-08"
"IR","Esfahan","IR","IR-04"
"IR","Fars","IR","IR-14"
"IR","Gilan","IR","IR-19"
"IR","Golestan","IR","IR-27"
"IR","Hamadan","IR","IR-24"
"IR","Hormozgan","IR","IR-23"
"IR","Ilam","IR","IR-05"
"IR","Kerman","IR","IR-15"
"IR","Kermanshah","IR","IR-17"
"IR","Khorasan-e Jonubi","IR","IR-29"
"IR","Khorasan-e Razavi","IR","IR-30"
"IR","Khorasan-e Shomali","IR","IR-31"
"IR","Khuzestan","IR","IR-10"
"IR","Kohgiluyeh va Bowyer Ahmad","IR","IR-18"
"IR","Kordestan","IR","IR-16"
"IR","Lorestan","IR","IR-20"
"IR","Markazi","IR","IR-22"
"IR","Mazandaran","IR","IR-21"
"IR","Qazvin","IR","IR-28"
"IR","Qom","IR","IR-26"
"IR","Semnan","IR","IR-12"
"IR","Sistan va Baluchestan","IR","IR-13"
"IR","Tehran","IR","IR-07"
"IR","Yazd","IR","IR-25"
"IR","Zanjan","IR","IR-11"
"IS","Austurland","IS","IS-7"
"IS","Hofudborgarsvaedi","IS","IS-1"
"IS","Nordurland eystra","IS","IS-6"
"IS","Nordurland vestra","IS","IS-5"
"IS","Sudurland","IS","IS-8"
"IS","Sudurnes","IS","IS-2"
"IS","Vestfirdir","IS","IS-4"
"IS","Vesturland","IS","IS-3"
"IT","Abruzzo","IT","IT_65"
"IT","Basilicata","IT","IT-77"
"IT","Calabria","IT","IT-78"
"IT","Campania","IT","IT-72"
"IT","Emilia-Romagna","IT","IT-45"
"IT","Friuli-Venezia Giulia","IT","IT-36"
"IT","Lazio","IT","IT-62"
"IT","Liguria","IT","IT-42"
"IT","Lombardia","IT","IT-25"
"IT","Marche","IT","IT-57"
"IT","Molise","IT","IT-67"
"IT","Piemonte","IT","IT-21"
"IT","Puglia","IT","IT-75"
"IT","Sardegna","IT","IT-88"
"IT","Sicilia","IT","IT-82"
"IT","Toscana","IT","IT-52"
"IT","Trentino-Alto Adige","IT","IT-32"
"IT","Umbria","IT","IT-55"
"IT","Valle d'Aosta","IT","IT-23"
"IT","Veneto","IT","IT-34"
"JE","Jersey","JE","JE-JE"
"JM","Clarendon","JM","JM-13"
"JM","Hanover","JM","JM-09"
"JM","Kingston","JM","JM-01"
"JM","Manchester","JM","JM-12"
"JM","Portland","JM","JM-04"
"JM","Saint Andrew","JM","JM-02"
"JM","Saint Ann","JM","JM-06"
"JM","Saint Catherine","JM","JM-14"
"JM","Saint Elizabeth","JM","JM-11"
"JM","Saint James","JM","JM-08"
"JM","Saint Mary","JM","JM-05"
"JM","Saint Thomas","JM","JM-03"
"JM","Trelawny","JM","JM-07"
"JM","Westmoreland","JM","JM-10"
"JO","'Ajlun","JO","JO-AJ"
"JO","Al 'Aqabah","JO","JO-AQ"
"JO","Al 'Asimah","JO","JO-AM"
"JO","Al Balqa'","JO","JO-BA"
"JO","Al Karak","JO","JO-KA"
"JO","Al Mafraq","JO","JO-MA"
"JO","At Tafilah","JO","JO-AT"
"JO","Az Zarqa'","JO","JO-AZ"
"JO","Irbid","JO","JO-IR"
"JO","Jarash","JO","JO-JA"
"JO","Ma'an","JO","JO-MN"
"JO","Madaba","JO","JO-MD"
"JP","Aichi","JP","JP-23"
"JP","Akita","JP","JP-05"
"JP","Aomori","JP","JP-02"
"JP","Chiba","JP","JP-12"
"JP","Ehime","JP","JP-38"
"JP","Fukui","JP","JP-18"
"JP","Fukuoka","JP","JP-40"
"JP","Fukushima","JP","JP-07"
"JP","Gifu","JP","JP-21"
"JP","Gunma","JP","JP-10"
"JP","Hiroshima","JP","JP-34"
"JP","Hokkaido","JP","JP-01"
"JP","Hyogo","JP","JP-28"
"JP","Ibaraki","JP","JP-08"
"JP","Ishikawa","JP","JP-17"
"JP","Iwate","JP","JP-03"
"JP","Kagawa","JP","JP-37"
"JP","Kagoshima","JP","JP-46"
"JP","Kanagawa","JP","JP-14"
"JP","Kochi","JP","JP-39"
"JP","Kumamoto","JP","JP-43"
"JP","Kyoto","JP","JP-26"
"JP","Mie","JP","JP-24"
"JP","Miyagi","JP","JP-04"
"JP","Miyazaki","JP","JP-45"
"JP","Nagano","JP","JP-20"
"JP","Nagasaki","JP","JP-42"
"JP","Nara","JP","JP-29"
"JP","Niigata","JP","JP-15"
"JP","Oita","JP","JP-44"
"JP","Okayama","JP","JP-33"
"JP","Okinawa","JP","JP-47"
"JP","Osaka","JP","JP-27"
"JP","Saga","JP","JP-41"
"JP","Saitama","JP","JP-11"
"JP","Shiga","JP","JP-25"
"JP","Shimane","JP","JP-32"
"JP","Shizuoka","JP","JP-22"
"JP","Tochigi","JP","JP-09"
"JP","Tokushima","JP","JP-36"
"JP","Tokyo","JP","JP-13"
"JP","Tottori","JP","JP-31"
"JP","Toyama","JP","JP-16"
"JP","Wakayama","JP","JP-30"
"JP","Yamagata","JP","JP-06"
"JP","Yamaguchi","JP","JP-35"
"JP","Yamanashi","JP","JP-19"
"KE","Baringo","KE","KE-01"
"KE","Bomet","KE","KE-02"
"KE","Bungoma","KE","KE-03"
"KE","Busia","KE","KE-04"
"KE","Elgeyo/Marakwet","KE","KE-05"
"KE","Embu","KE","KE-06"
"KE","Garissa","KE","KE-07"
"KE","Homa Bay","KE","KE-08"
"KE","Isiolo","KE","KE-09"
"KE","Kajiado","KE","KE-10"
"KE","Kakamega","KE","KE-11"
"KE","Kericho","KE","KE-12"
"KE","Kiambu","KE","KE-13"
"KE","Kilifi","KE","KE-94"
"KE","Kirinyaga","KE","KE-15"
"KE","Kisii","KE","KE-16"
"KE","Kisumu","KE","KE-17"
"KE","Kitui","KE","KE-18"
"KE","Kwale","KE","KE-19"
"KE","Laikipia","KE","KE-20"
"KE","Lamu","KE","KE-21"
"KE","Machakos","KE","KE-22"
"KE","Makueni","KE","KE-23"
"KE","Mandera","KE","KE-24"
"KE","Marsabit","KE","KE-25"
"KE","Meru","KE","KE-26"
"KE","Migori","KE","KE-27"
"KE","Mombasa","KE","KE-28"
"KE","Murang'a","KE","KE-29"
"KE","Nairobi City","KE","KE-30"
"KE","Nakuru","KE","KE-31"
"KE","Nandi","KE","KE-32"
"KE","Narok","KE","KE-33"
"KE","Nyamira","KE","KE-34"
"KE","Nyandarua","KE","KE-35"
"KE","Nyeri","KE","KE-36"
"KE","Siaya","KE","KE-38"
"KE","Taita/Taveta","KE","KE-39"
"KE","Tharaka-Nithi","KE","KE-41"
"KE","Trans Nzoia","KE","KE-42"
"KE","Turkana","KE","KE-43"
"KE","Uasin Gishu","KE","KE-44"
"KE","Wajir","KE","KE-46"
"KE","Samburu","KE","KE-37"
"KE","Tana River","KE","KE-40"
"KE","Vihiga","KE","KE-45"
"KE","West Pokot","KE","KE-47"
"KG","Batken","KG","KG-B"
"KG","Bishkek","KG","KG-C"
"KG","Chuy","KG","KG-C"
"KG","Jalal-Abad","KG","KG-J"
"KG","Naryn","KG","KG-N"
"KG","Osh","KG","KG-O"
"KG","Talas","KG","KG-T"
"KG","Ysyk-Kol","KG","KG-Y"
"KH","Baat Dambang","KH","KH-2"
"KH","Banteay Mean Chey","KH","KH-1"
"KH","Kampong Chaam","KH","KH-3"
"KH","Kampong Chhnang","KH","KH-4"
"KH","Kampong Spueu","KH","KH-5"
"KH","Kampong Thum","KH","KH-6"
"KH","Kampot","KH","KH-7"
"KH","Kandaal","KH","KH-8"
"KH","Kracheh","KH","KH-10"
"KH","Krong Kaeb","KH","KH-23"
"KH","Krong Pailin","KH","KH-24"
"KH","Krong Preah Sihanouk","KH","KH-18"
"KH","Mondol Kiri","KH","KH-11"
"KH","Phnom Penh","KH","KH-12"
"KH","Pousaat","KH","KH-15"
"KH","Prey Veaeng","KH","KH-14"
"KH","Rotanak Kiri","KH","KH-16"
"KH","Siem Reab","KH","KH-17"
"KH","Svaay Rieng","KH","KH-20"
"KH","Taakaev","KH","KH-21"
"KH","Kaoh Kong","KH","KH-9"
"KH","Otdar Mean Chey","KH","KH-22"
"KH","Preah Vihear","KH","KH-13"
"KH","Stueng Traeng","KH","KH-19"
"KI","Gilbert Islands","KI","KI-G"
"KI","Line Islands","KI","KI-L"
"KM","Anjouan","KM","KM-AN"
"KM","Grande Comore","KM","KM-GC"
"KM","Moheli","KM","KM-MO"
"KN","Saint Anne Sandy Point","KN","KN-02"
"KN","Saint George Basseterre","KN","KN-03"
"KN","Saint James Windward","KN","KN-05"
"KN","Saint John Figtree","KN","KN-07"
"KN","Saint Mary Cayon","KN","KN-08"
"KN","Saint Paul Capisterre","KN","KN-09"
"KN","Saint Paul Charlestown","KN","KN-10"
"KN","Saint Peter Basseterre","KN","KN-11"
"KN","Saint Thomas Lowland","KN","KN-12"
"KN","Saint Thomas Middle Island","KN","KN-13"
"KN","Christ Church Nichola Town","KN","KN-01"
"KN","Saint George Gingerland","KN","KN-04"
"KN","Saint John Capisterre","KN","KN-06"
"KN","Trinity Palmetto Point","KN","KN-15"
"KP","P'yongyang","KP","KP-01"
"KP","Chagang-do","KP","KP-04"
"KP","Hamgyong-bukto","KP","KP-09"
"KP","Hamgyong-namdo","KP","KP-08"
"KP","Hwanghae-bukto","KP","KP-06"
"KP","Hwanghae-namdo","KP","KP-05"
"KP","Kangwon-do","KP","KP-07"
"KP","P'yongan-bukto","KP","KP-03"
"KP","P'yongan-namdo","KP","KP-02"
"KP","Rason","KP","KP-13"
"KP","Ryanggang-do","KP","KP-10"
"KR","Busan-gwangyeoksi","KR","KR-26"
"KR","Chungcheongbuk-do","KR","KR-43"
"KR","Chungcheongnam-do","KR","KR-44"
"KR","Daegu-gwangyeoksi","KR","KR-27"
"KR","Daejeon-gwangyeoksi","KR","KR-30"
"KR","Gangwon-do","KR","KR-42"
"KR","Gwangju-gwangyeoksi","KR","KR-29"
"KR","Gyeonggi-do","KR","KR-41"
"KR","Gyeongsangbuk-do","KR","KR-47"
"KR","Gyeongsangnam-do","KR","KR-48"
"KR","Incheon-gwangyeoksi","KR","KR-28"
"KR","Jeju-teukbyeoljachido","KR","KR-49"
"KR","Jeollabuk-do","KR","KR-45"
"KR","Jeollanam-do","KR","KR-46"
"KR","Seoul-teukbyeolsi","KR","KR-11"
"KR","Ulsan-gwangyeoksi","KR","KR-31"
"KW","Al 'Asimah","KW","KW-KU"
"KW","Al Ahmadi","KW","KW-AH"
"KW","Al Farwaniyah","KW","KW-FA"
"KW","Al Jahra'","KW","KW-JA"
"KW","Hawalli","KW","KW-HW"
"KW","Mubarak al Kabir","KW","KW-MU"
"KY","Cayman Islands","KY","KY"
"KZ","Almaty","KZ","KZ-ALM"
"KZ","Almaty oblysy","KZ","KZ-ALM"
"KZ","Aqmola oblysy","KZ","KZ-AKM"
"KZ","Aqtobe oblysy","KZ","KZ-AKT"
"KZ","Astana","KZ","KZ-AKM"
"KZ","Atyrau oblysy","KZ","KZ-ATY"
"KZ","Batys Qazaqstan oblysy","KZ","KZ-ZAP"
"KZ","Bayqongyr","KZ","KZ-KZY"
"KZ","Mangghystau oblysy","KZ","KZ-MAN"
"KZ","Ongtustik Qazaqstan oblysy","KZ","KZ-YUZ"
"KZ","Pavlodar oblysy","KZ","KZ-PAV"
"KZ","Qaraghandy oblysy","KZ","KZ-KAR"
"KZ","Qostanay oblysy","KZ","KZ-KUS"
"KZ","Qyzylorda oblysy","KZ","KZ-KZY"
"KZ","Shyghys Qazaqstan oblysy","KZ","KZ-VOS"
"KZ","Soltustik Qazaqstan oblysy","KZ","KZ-SEV"
"KZ","Zhambyl oblysy","KZ","KZ-ZHA"
"LA","Attapu","LA","LA-AT"
"LA","Champasak","LA","LA-CH"
"LA","Houaphan","LA","LA-HO"
"LA","Khammouan","LA","LA-KH"
"LA","Louang Namtha","LA","LA-LM"
"LA","Louangphabang","LA","LA-LP"
"LA","Oudomxai","LA","LA-OU"
"LA","Savannakhet","LA","LA-SV"
"LA","Viangchan","LA","LA-VI"
"LA","Xaignabouli","LA","LA-XA"
"LA","Xekong","LA","LA-XE"
"LA","Xiangkhouang","LA","LA-XI"
"LA","Bokeo","LA","LA-BK"
"LA","Bolikhamxai","LA","LA-BL"
"LA","Phongsali","LA","LA-PH"
"LA","Salavan","LA","LA-SL"
"LB","Aakkar","LB","LB-AS"
"LB","Baalbek-Hermel","LB","LB-BI"
"LB","Beqaa","LB","LB-BI"
"LB","Beyrouth","LB","LB-BA"
"LB","Liban-Nord","LB","LB-AS"
"LB","Liban-Sud","LB","LB-JA"
"LB","Mont-Liban","LB","LB-JL"
"LB","Nabatiye","LB","LB-NA"
"LC","Anse la Raye","LC","LC-01"
"LC","Castries","LC","LC-02"
"LC","Dennery","LC","LC-05"
"LC","Gros Islet","LC","LC-06 Gros"
"LC","Laborie","LC","LC-07"
"LC","Micoud","LC","LC-08"
"LC","Soufriere","LC","LC-10"
"LC","Vieux Fort","LC","LC-11"
"LC","Choiseul","LC","LC-03"
"LI","Balzers","LI","LI-01"
"LI","Eschen","LI","LI-02"
"LI","Gamprin","LI","LI-03"
"LI","Mauren","LI","LI-04"
"LI","Planken","LI","LI-05"
"LI","Ruggell","LI","LI-06"
"LI","Schaan","LI","LI-07"
"LI","Schellenberg","LI","LI-08"
"LI","Triesen","LI","LI-09"
"LI","Triesenberg","LI","LI-10"
"LI","Vaduz","LI","LI-11"
"LK","Central Province","LK","LK-21"
"LK","Eastern Province","LK","LK-51"
"LK","North Central Province","LK","LK-72"
"LK","North Western Province","LK","LK-62"
"LK","Northern Province","LK","LK-42"
"LK","Sabaragamuwa Province","LK","LK-92"
"LK","Southern Province","LK","LK-32"
"LK","Uva Province","LK","LK-82"
"LK","Western Province","LK","LK-12"
"LK","Central Province","LK","LK-23"
"LK","Central Province","LK","LK-22"
"LK","Eastern Province","LK","LK-53"
"LK","Eastern Province","LK","LK-52"
"LK","North Central Province","LK","LK-71"
"LK","North Western Province","LK","LK-61"
"LK","Northern Province","LK","LK-43"
"LK","Northern Province","LK","LK-45"
"LK","Northern Province","LK","LK-44"
"LK","Northern Province","LK","LK-41"
"LK","Sabaragamuwa Province","LK","LK-91"
"LK","Southern Province","LK","LK-33"
"LK","Southern Province","LK","LK-31"
"LK","Uva Province","LK","LK-81"
"LK","Western Province","LK","LK-13"
"LK","Western Province","LK","LK-11"
"LR","Grand Bassa","LR","LR-GB"
"LR","Grand Gedeh","LR","LR-GG"
"LR","Margibi","LR","LR-MG"
"LR","Maryland","LR","LR-MY"
"LR","Montserrado","LR","LR-MO"
"LR","Nimba","LR","LR-NI"
"LR","River Gee","LR","LR-RG"
"LR","Sinoe","LR","LR-SI"
"LR","Bomi","LR","LR-BM"
"LR","Bong","LR","LR-BG"
"LR","Gbarpolu","LR","LR-GP"
"LR","Grand Cape Mount","LR","LR-CM"
"LR","Grand Kru","LR","LR-GK"
"LR","Lofa","LR","LR-LF"
"LR","River Cess","LR","LR-RI"
"LS","Berea","LS","LS-D"
"LS","Butha-Buthe","LS","LS-B"
"LS","Leribe","LS","LS-C"
"LS","Maseru","LS","LS-A"
"LS","Mohale's Hoek","LS","LS-F"
"LS","Quthing","LS","LS-G"
"LS","Mafeteng","LS","LS-E"
"LS","Mokhotlong","LS","LS-J"
"LS","Qacha's Nek","LS","LS-H"
"LS","Thaba-Tseka","LS","LS-K"
"LT","Alytaus apskritis","LT","LT-AL"
"LT","Kauno apskritis","LT","LT-KU"
"LT","Klaipedos apskritis","LT","LT-KL"
"LT","Marijampoles apskritis","LT","LT-MR"
"LT","Panevezio apskritis","LT","LT-PN"
"LT","Siauliu apskritis","LT","LT-SA"
"LT","Taurages apskritis","LT","LT-TA"
"LT","Telsiu apskritis","LT","LT-TE"
"LT","Utenos apskritis","LT","LT-UT"
"LT","Vilniaus apskritis","LT","LT-VL"
"LU","Diekirch","LU","LU-D"
"LU","Grevenmacher","LU","LU-G"
"LU","Luxembourg","LU","LU-L"
"LV","Adazu novads","LV","LV-011"
"LV","Aglonas novads","LV","LV-001"
"LV","Aizkraukles novads","LV","LV-002"
"LV","Aizputes novads","LV","LV-003"
"LV","Alojas novads","LV","LV-005"
"LV","Aluksnes novads","LV","LV-007"
"LV","Babites novads","LV","LV-012"
"LV","Baldones novads","LV","LV-013"
"LV","Baltinavas novads","LV","LV-014"
"LV","Balvu novads","LV","LV-015"
"LV","Bauskas novads","LV","LV-016"
"LV","Beverinas novads","LV","LV-017"
"LV","Brocenu novads","LV","LV-018"
"LV","Carnikavas novads","LV","LV-020"
"LV","Cesu novads","LV","LV-022"
"LV","Cesvaines novads","LV","LV-021"
"LV","Ciblas novads","LV","LV-023"
"LV","Daugavpils novads","LV","LV-025"
"LV","Dobeles novads","LV","LV-026"
"LV","Erglu novads","LV","LV-030"
"LV","Gulbenes novads","LV","LV-033"
"LV","Iecavas novads","LV","LV-034"
"LV","Ikskiles novads","LV","LV-035"
"LV","Incukalna novads","LV","LV-037"
"LV","Jaunjelgavas novads","LV","LV-038"
"LV","Jaunpiebalgas novads","LV","LV-039"
"LV","Jaunpils novads","LV","LV-040"
"LV","Jekabpils novads","LV","LV-042"
"LV","Jelgava","LV","LV-JEL"
"LV","Jelgavas novads","LV","LV-041"
"LV","Jurmala","LV","LV-JUR"
"LV","Kekavas novads","LV","LV-052"
"LV","Kokneses novads","LV","LV-046"
"LV","Kraslavas novads","LV","LV-047"
"LV","Kuldigas novads","LV","LV-050"
"LV","Lielvardes novads","LV","LV-053"
"LV","Liepaja","LV","LV-LPX"
"LV","Limbazu novads","LV","LV-054"
"LV","Livanu novads","LV","LV-056"
"LV","Lubanas novads","LV","LV-057"
"LV","Ludzas novads","LV","LV-058"
"LV","Madonas novads","LV","LV-059"
"LV","Malpils novads","LV","LV-061"
"LV","Nauksenu novads","LV","LV-064"
"LV","Ogres novads","LV","LV-067"
"LV","Olaines novads","LV","LV-068"
"LV","Ozolnieku novads","LV","LV-069"
"LV","Preilu novads","LV","LV-073"
"LV","Rezeknes novads","LV","LV-077"
"LV","Riebinu novads","LV","LV-078"
"LV","Riga","LV","LV-RIX"
"LV","Rojas novads","LV","LV-079"
"LV","Ropazu novads","LV","LV-080"
"LV","Rugaju novads","LV","LV-082"
"LV","Rundales novads","LV","LV-083"
"LV","Salaspils novads","LV","LV-087"
"LV","Saldus novads","LV","LV-088"
"LV","Saulkrastu novads","LV","LV-089"
"LV","Sejas novads","LV","LV-090"
"LV","Siguldas novads","LV","LV-091"
"LV","Skrundas novads","LV","LV-093"
"LV","Stopinu novads","LV","LV-095"
"LV","Talsu novads","LV","LV-097"
"LV","Tukuma novads","LV","LV-099"
"LV","Valkas novads","LV","LV-101"
"LV","Valmiera","LV","LV-VMR"
"LV","Vecumnieku novads","LV","LV-105"
"LV","Ventspils novads","LV","LV-106"
"LV","Dundagas novads","LV","LV-027"
"LV","Salacgrivas novads","LV","LV-086"
"LV","Strencu novads","LV","LV-096"
"LV","Vainodes novads","LV","LV-100"
"LV","Varkavas novads","LV","LV-103"
"LY","Al Butnan","LY","LY-BU"
"LY","Al Jabal al Akhdar","LY","LY-JA"
"LY","Al Jabal al Gharbi","LY","LY-JG"
"LY","Al Jufrah","LY","LY-JU"
"LY","Al Kufrah","LY","LY-KF"
"LY","Al Marj","LY","LY-MJ"
"LY","Al Marqab","LY","LY-MB"
"LY","Al Wahat","LY","LY-WA"
"LY","An Nuqat al Khams","LY","LY-NQ"
"LY","Az Zawiyah","LY","LY-ZA"
"LY","Banghazi","LY","LY-BA"
"LY","Darnah","LY","LY-DR"
"LY","Misratah","LY","LY-MI"
"LY","Murzuq","LY","LY-MQ"
"LY","Nalut","LY","LY-NL"
"LY","Sabha","LY","LY-SB"
"LY","Surt","LY","LY-SR"
"LY","Tarabulus","LY","LY-TB"
"LY","Wadi ash Shati'","LY","LY-WS"
"LY","Al Jafarah","LY","LY-JI"
"LY","Ghat","LY","LY-GT"
"LY","Wadi al Hayat","LY","LY-WD"
"MA","Beni-Mellal-Khenifra","MA","MA-05"
"MA","Casablanca-Settat","MA","MA-06"
"MA","Draa-Tafilalet","MA","MA-08"
"MA","Fes- Meknes","MA","MA-03"
"MA","Guelmim-Oued Noun (EH-partial)","MA","MA-10"
"MA","L'Oriental","MA","MA-02"
"MA","Laayoune-Sakia El Hamra (EH-partial)","MA","MA-11"
"MA","Marrakech-Safi","MA","MA-07"
"MA","Rabat-Sale-Kenitra","MA","MA-04"
"MA","Souss-Massa","MA","MA-09"
"MA","Tanger-Tetouan-Al Hoceima","MA","MA-01"
"MC","La Condamine","MC","MC"
"MC","Monaco-Ville","MC","MC"
"MC","Monte-Carlo","MC","MC"
"MC","Saint-Roman","MC","MC"
"MC","Fontvieille","MC","MC"
"MC","Moneghetti","MC","MC"
"MD","Anenii Noi","MD","MD-AN"
"MD","Balti","MD","MD-BA"
"MD","Basarabeasca","MD","MD-BS"
"MD","Bender","MD","MD-BD"
"MD","Briceni","MD","MD-BR"
"MD","Cahul","MD","MD-CA"
"MD","Calarasi","MD","MD-CL"
"MD","Cantemir","MD","MD-CT"
"MD","Causeni","MD","MD-CS"
"MD","Chisinau","MD","MD-CU"
"MD","Cimislia","MD","MD-CM"
"MD","Criuleni","MD","MD-CR"
"MD","Donduseni","MD","MD-DO"
"MD","Drochia","MD","MD-DR"
"MD","Dubasari","MD","MD-DU"
"MD","Edinet","MD","MD-ED"
"MD","Falesti","MD","MD-FA"
"MD","Floresti","MD","MD-FL"
"MD","Gagauzia, Unitatea teritoriala autonoma","MD","MD-GA"
"MD","Glodeni","MD","MD-GL"
"MD","Hincesti","MD","MD-HI"
"MD","Ialoveni","MD","MD-IA"
"MD","Leova","MD","MD-LE"
"MD","Nisporeni","MD","MD-NI"
"MD","Ocnita","MD","MD-OC"
"MD","Orhei","MD","MD-OR"
"MD","Rezina","MD","MD-RE"
"MD","Riscani","MD","MD-RI"
"MD","Singerei","MD","MD-SI"
"MD","Soldanesti","MD","MD-SD"
"MD","Soroca","MD","MD-SO"
"MD","Stefan Voda","MD","MD-SV"
"MD","Stinga Nistrului, unitatea teritoriala din","MD","MD-SN"
"MD","Straseni","MD","MD-ST"
"MD","Taraclia","MD","MD-TA"
"MD","Telenesti","MD","MD-TE"
"MD","Ungheni","MD","MD-UN"
"ME","Bar","ME","ME-02"
"ME","Berane","ME","ME-03"
"ME","Bijelo Polje","ME","ME-04"
"ME","Budva","ME","ME-05"
"ME","Cetinje","ME","ME-06"
"ME","Danilovgrad","ME","ME-07"
"ME","Herceg-Novi","ME","ME-08"
"ME","Kolasin","ME","ME-09"
"ME","Kotor","ME","ME-10"
"ME","Niksic","ME","ME-12"
"ME","Plav","ME","ME-13"
"ME","Pljevlja","ME","ME-14"
"ME","Pluzine","ME","ME-15"
"ME","Podgorica","ME","ME-16"
"ME","Rozaje","ME","ME-17"
"ME","Tivat","ME","ME-19"
"ME","Ulcinj","ME","ME-20"
"ME","Zabljak","ME","ME-21"
"ME","Andrijevica","ME","ME-01"
"ME","Mojkovac","ME","ME-11"
"ME","Savnik","ME","ME-18"
"MF","Saint Martin (French Part)","MF","MF"
"MG","Antananarivo","MG","MG-AV-BO"
"MG","Antsiranana","MG","MG-AS-DI"
"MG","Fianarantsoa","MG","MG-FI-AM"
"MG","Mahajanga","MG","MG-MA-BO"
"MG","Toamasina","MG","MG-TM-AN"
"MG","Toliara","MG","MG-TL-AF"
"MG","Antananarivo","MG","MG-AV-IT"
"MG","Antananarivo","MG","MG-AV-VA"
"MG","Antananarivo","MG","MG-AV-AG"
"MG","Antsiranana","MG","MG-AS-SV"
"MG","Fianarantsoa","MG","MG-FI-HO"
"MG","Fianarantsoa","MG","MG-FI-HM"
"MG","Fianarantsoa","MG","MG-FI-VF"
"MG","Fianarantsoa","MG","MG-FI-AA"
"MG","Mahajanga","MG","MG-MA-ME"
"MG","Mahajanga","MG","MG-MA-SF"
"MG","Mahajanga","MG","MG-MA-BE"
"MG","Toamasina","MG","MG-TM-AI"
"MG","Toamasina","MG","MG-TM-AO"
"MG","Toliara","MG","MG-TL-AY"
"MG","Toliara","MG","MG-TL-ME"
"MG","Toliara","MG","MG-TL-AD"
"MH","Kwajalein","MH","MH"
"MH","Majuro","MH","MH"
"MH","Ailinglaplap","MH","MH"
"MH","Ailuk","MH","MH"
"MH","Arno","MH","MH"
"MH","Aur","MH","MH"
"MH","Bikini & Kili","MH","MH"
"MH","Ebon","MH","MH"
"MH","Enewetak & Ujelang","MH","MH"
"MH","Jabat","MH","MH"
"MH","Jaluit","MH","MH"
"MH","Lae","MH","MH"
"MH","Lib","MH","MH"
"MH","Likiep","MH","MH"
"MH","Maloelap","MH","MH"
"MH","Mejit","MH","MH"
"MH","Mili","MH","MH"
"MH","Namdrik","MH","MH"
"MH","Namu","MH","MH"
"MH","Rongelap","MH","MH"
"MH","Ujae","MH","MH"
"MH","Utrik","MH","MH"
"MH","Wotho","MH","MH"
"MH","Wotje","MH","MH"
"MK","Berovo","MK","MK-03"
"MK","Bitola","MK","MK-04"
"MK","Bogdanci","MK","MK-05"
"MK","Bogovinje","MK","MK-06"
"MK","Bosilovo","MK","MK-07"
"MK","Brvenica","MK","MK-08"
"MK","Centar Zupa","MK","MK-78"
